TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSincePrevTransaction,TransactionHour,TransactionDayOfWeek,CustomerAge_encoded,AccountBalance_encoded,Target
0.09842353314096286,0,3,32.0,1,0.32068965517241377,0.0,977.01,0.13461538461538458,0.0,0.0,1,2,1
0.06946348285596247,1,0,44.0,1,0.7241379310344828,0.0,3846.28,0.4587912087912087,0.0,0.25,0,0,1
0.07449775011802334,1,2,35.0,1,0.43103448275862066,0.0,6374.82,0.9697802197802199,0.5,1.0,0,4,0
0.012773276000879243,1,0,62.0,2,0.15517241379310343,0.0,5866.01,0.49725274725274726,1.0,0.25,2,0,0
0.1217708523131425,0,2,26.0,3,0.9310344827586207,0.0,6537.62,0.2005494505494505,0.0,1.0,1,4,0
0.46852279477496295,1,1,20.0,3,0.04827586206896552,0.0,605.95,0.24450549450549453,0.0,0.5,1,2,1
0.12083278885560801,1,0,37.0,1,0.1413793103448276,0.0,6689.87,0.01098901098901095,0.5,0.75,0,4,0
0.11001381151750765,1,2,22.0,3,0.35517241379310344,0.0,634.17,0.5576923076923077,0.5,0.0,1,2,1
0.04756494748684481,1,1,44.0,0,0.20344827586206898,0.0,14676.05,0.8076923076923077,0.0,0.0,0,3,2
0.06255309265485713,1,1,19.0,3,0.23103448275862065,0.0,1362.39,0.038461538461538436,1.0,0.0,1,1,1
0.09067410237220519,1,2,50.0,0,0.19655172413793104,0.0,10528.34,0.46153846153846145,1.0,0.0,0,3,2
0.09560414212832867,1,0,38.0,1,0.3172413793103448,0.0,552.52,0.5384615384615385,1.0,0.0,0,2,1
0.17986294775045997,0,3,58.0,1,0.24137931034482757,0.0,6451.96,0.48901098901098905,0.0,0.25,2,4,0
0.46852279477496295,1,0,63.0,2,0.2655172413793103,0.0,4715.84,0.9423076923076923,0.0,0.0,2,0,0
0.13531542624619705,1,2,49.0,0,0.5517241379310345,0.0,7176.86,0.15384615384615374,0.0,0.0,0,4,0
0.08049092315798659,1,2,34.0,0,0.506896551724138,0.0,1523.72,0.5,0.0,0.0,0,1,1
0.46852279477496295,0,2,54.0,1,0.06896551724137931,0.0,8654.28,0.2582417582417582,0.5,1.0,0,3,0
0.012663834932831514,1,1,64.0,0,0.20344827586206898,0.0,9869.93,0.2005494505494505,0.5,1.0,2,3,2
0.2959116198064342,2,0,48.0,0,0.3620689655172414,0.0,10556.81,0.34615384615384603,0.5,0.0,0,3,2
0.004872710080279911,0,2,58.0,0,0.5827586206896552,0.0,12883.91,0.5302197802197803,1.0,0.75,2,3,2
0.2046538262295239,1,2,24.0,3,0.3103448275862069,0.0,791.65,0.11538461538461531,0.0,0.0,1,2,1
0.37348932858367834,0,2,60.0,2,0.08275862068965517,0.0,4064.02,0.2994505494505495,0.0,0.75,2,0,0
0.1165229214471271,1,0,53.0,1,0.15517241379310343,0.0,2929.91,0.25,0.0,0.0,0,1,1
0.12007192090542097,1,1,21.0,3,0.43103448275862066,0.0,618.05,0.7692307692307692,1.0,0.0,1,2,1
0.23027334002015418,1,2,19.0,3,0.8620689655172414,0.0,1375.8,0.030219780219780223,0.0,0.75,1,1,1
0.3355707782432604,1,0,29.0,1,0.21379310344827585,0.0,1143.52,0.837912087912088,0.0,0.75,1,2,1
0.26496078201217005,0,1,51.0,1,0.40344827586206894,0.0,7708.41,0.5192307692307692,0.0,0.0,0,4,0
0.4473356497072994,0,1,27.0,3,0.603448275862069,0.0,1872.96,0.7087912087912087,0.5,0.25,1,1,1
0.013080751914623934,1,0,57.0,1,0.23448275862068962,0.0,201.04,0.46153846153846145,0.5,0.0,2,2,1
0.07679599564892159,1,1,71.0,2,0.4241379310344827,0.0,2115.8,0.3351648351648351,0.5,1.0,2,1,1
0.05980665373953504,1,1,37.0,0,0.5689655172413793,0.0,7643.66,0.3076923076923077,0.0,0.0,0,4,0
0.19965604296816805,1,1,30.0,1,0.04827586206896552,0.0,8901.93,0.9395604395604396,0.5,0.25,1,3,0
0.05121817842710056,0,2,20.0,3,0.5413793103448277,0.0,9383.43,0.3928571428571428,0.0,1.0,1,3,2
0.043244650966130976,2,1,55.0,0,0.5310344827586208,0.0,1181.31,0.21153846153846145,1.0,0.0,0,2,1
0.10209240178553125,1,1,27.0,1,0.4689655172413793,0.0,9418.86,0.8543956043956045,0.0,1.0,1,3,2
0.06758214734881379,1,0,32.0,1,0.7758620689655172,0.0,7954.92,1.0,0.0,0.0,1,4,0
0.15980404734365725,1,2,46.0,1,0.1413793103448276,0.0,9418.08,0.08791208791208793,0.0,0.75,0,3,2
0.059785811419167154,1,2,59.0,2,0.24137931034482757,0.0,6144.68,0.16758241758241765,0.0,0.5,2,4,0
0.3941579762019152,1,1,27.0,3,0.02413793103448276,0.0,420.65,0.8269230769230769,0.0,0.0,1,2,1
0.2623967551483241,1,2,22.0,3,0.08620689655172413,0.0,447.82,0.09615384615384615,1.0,0.0,1,2,1
0.0744039397962454,1,0,63.0,2,0.4724137931034483,0.0,7981.45,0.42307692307692313,0.0,0.0,2,4,0
0.46852279477496295,1,0,53.0,2,0.21724137931034482,0.0,1829.9,0.10989010989010983,0.0,0.5,0,1,1
0.12782656026625838,2,0,25.0,3,0.5862068965517242,0.0,985.06,0.7857142857142858,0.0,0.25,1,2,1
0.13242827582423256,0,2,51.0,1,0.5655172413793104,0.0,8849.26,0.7032967032967032,1.0,0.75,0,3,0
0.11126455749285431,0,0,78.0,2,0.9379310344827586,0.0,3528.72,0.8406593406593408,0.5,0.5,2,0,1
0.170727252187695,1,2,40.0,1,0.32413793103448274,0.0,480.16,0.8928571428571428,0.0,1.0,0,2,1
0.0011673658840585226,1,2,47.0,0,0.33448275862068966,0.0,12145.27,0.4505494505494505,0.0,1.0,0,3,2
0.15624983134123469,0,2,68.0,0,0.1275862068965517,0.0,13546.75,0.23076923076923084,0.5,0.0,2,3,2
0.029559371490470738,0,0,43.0,1,0.38620689655172413,0.0,5688.37,0.0,0.0,0.0,0,0,0
0.2123094546285526,1,2,26.0,1,0.17931034482758618,0.0,8346.64,0.48901098901098905,0.0,1.0,1,4,0
0.0602287842834378,1,1,39.0,1,0.5413793103448277,0.0,6481.04,0.6153846153846154,0.5,0.0,0,4,0
0.02778226547727169,1,0,69.0,2,0.38275862068965516,0.0,1651.33,0.3791208791208791,0.0,0.5,2,1,1
0.03287385707239324,0,2,46.0,0,0.5344827586206897,0.0,11174.94,0.12362637362637363,0.0,1.0,0,3,2
0.16552101391446436,1,2,27.0,3,0.2793103448275862,0.0,145.5,0.48901098901098905,0.0,0.25,1,2,1
0.17270239801662163,1,2,41.0,1,0.17586206896551726,0.0,4172.57,0.35439560439560447,0.5,1.0,0,0,0
0.0024910753877876728,1,0,56.0,2,0.10689655172413794,0.0,5558.36,0.09615384615384615,0.0,0.0,2,0,0
0.11167105033244441,0,2,70.0,0,0.8172413793103449,0.0,11151.53,0.4120879120879122,0.5,1.0,2,3,2
0.3119316268256855,1,1,57.0,0,0.5103448275862069,0.0,1415.52,0.32692307692307687,0.0,0.0,2,1,1
0.43829378832245924,1,2,26.0,3,0.24137931034482757,0.0,1103.64,0.39835164835164827,0.5,0.5,1,2,1
0.019746203103149465,1,2,26.0,3,0.3379310344827586,0.0,303.68,0.31868131868131866,0.0,0.75,1,2,1
0.46852279477496295,1,1,58.0,0,0.46206896551724136,0.0,5541.57,0.4780219780219781,0.0,0.25,2,0,0
0.06486176729798829,1,1,33.0,1,0.3275862068965517,0.0,6309.8,0.5,0.5,0.0,0,4,0
0.15748495949239114,0,1,78.0,2,0.10344827586206896,0.0,5133.61,0.26923076923076916,0.5,0.0,2,0,0
0.10828360470116084,1,2,47.0,1,0.906896551724138,0.0,9344.98,0.11538461538461531,0.5,0.0,0,3,2
0.0028715115993949657,0,1,23.0,3,0.8413793103448276,0.0,1117.97,0.12362637362637363,0.5,1.0,1,2,1
0.1985929017322793,1,0,56.0,0,0.22413793103448276,0.0,11835.35,0.3653846153846154,0.0,0.0,2,3,2
0.008286213085050892,1,0,50.0,0,0.393103448275862,0.0,14401.17,0.21153846153846145,0.0,0.0,0,3,2
0.2531828909441184,1,2,18.0,3,0.2,0.0,1748.69,0.5357142857142858,0.5,0.25,1,1,1
0.17517263841483655,1,1,21.0,3,0.027586206896551724,0.0,1000.46,0.9615384615384617,0.0,0.0,1,2,1
0.46852279477496295,1,2,69.0,0,0.37241379310344824,0.0,6810.05,0.10989010989010983,0.0,0.5,2,4,0
0.12210960164750023,1,2,23.0,3,0.3793103448275862,0.0,263.98,0.3351648351648351,0.0,1.0,1,2,1
0.002991375070134292,1,2,30.0,0,0.8137931034482759,0.0,5442.76,0.1923076923076923,1.0,0.0,1,0,0
0.46852279477496295,1,0,80.0,2,0.03793103448275863,0.0,2037.85,0.1923076923076923,0.0,0.0,2,1,1
0.11823748658313678,1,0,18.0,3,0.9793103448275863,0.0,341.94,0.5,0.5,0.0,1,2,1
0.12167704994341354,0,2,66.0,2,0.02413793103448276,0.0,1066.59,0.18956043956043955,0.0,0.25,2,2,1
0.11001381151750765,0,1,69.0,2,0.5379310344827587,0.0,6077.96,0.26923076923076916,0.0,0.0,2,4,0
0.023759021722106363,1,0,20.0,3,0.2827586206896551,0.0,1659.15,0.8763736263736264,0.5,0.75,1,1,1
0.46852279477496295,1,1,77.0,2,0.9862068965517242,0.0,2042.22,0.34065934065934056,0.5,0.5,2,1,1
0.11001381151750765,1,2,41.0,0,0.4551724137931034,0.0,421.93,0.7225274725274726,1.0,0.75,0,2,1
0.2164004498409993,1,0,66.0,0,0.45172413793103444,0.0,10113.66,0.43131868131868134,0.0,1.0,2,3,2
0.13836413049517188,1,2,54.0,2,0.2827586206896551,0.0,4446.17,0.903846153846154,0.5,0.0,0,0,0
0.0360319994073974,1,2,80.0,2,0.35517241379310344,0.0,6452.77,0.4423076923076923,1.0,0.0,2,4,0
0.1733694635970797,0,1,35.0,1,0.9758620689655172,0.0,2788.2,0.11538461538461531,0.0,0.0,0,1,1
0.13947937355595583,1,2,20.0,3,0.5172413793103449,0.0,596.16,0.23076923076923084,0.0,0.0,1,2,1
0.2583682948490301,1,1,61.0,0,0.8793103448275862,0.0,12904.66,0.16208791208791196,0.0,1.0,2,3,2
0.19595070622699257,1,0,37.0,1,0.810344827586207,0.0,9062.4,0.8791208791208791,0.0,0.5,0,3,2
0.043129998323985154,0,2,36.0,1,0.5551724137931034,0.0,9009.56,0.32692307692307687,0.5,0.0,0,3,2
0.04846653091969875,0,2,20.0,3,0.21379310344827585,0.0,1152.2,0.4340659340659341,0.0,0.75,1,2,1
0.4185371452972603,0,1,68.0,0,0.4103448275862069,0.0,12168.37,0.7115384615384615,0.0,0.0,2,3,2
0.018500663731870298,1,1,23.0,3,0.38620689655172413,0.0,611.86,0.2857142857142858,0.5,0.25,1,2,1
0.01473278313148709,1,2,62.0,0,0.30689655172413793,0.0,8670.53,0.5906593406593406,0.0,0.5,2,3,0
0.07257993061016964,0,2,53.0,0,0.5758620689655173,0.0,10098.86,0.23076923076923084,0.5,0.0,0,3,2
0.16015322181422342,1,1,33.0,0,0.9482758620689655,0.0,5307.74,0.9807692307692308,0.0,0.0,0,0,0
0.031471976442207984,0,1,56.0,2,0.14827586206896554,0.0,1047.28,0.6043956043956045,1.0,1.0,2,2,1
0.03887745326055266,1,1,70.0,0,0.396551724137931,0.0,6921.48,0.3846153846153846,0.5,0.0,2,4,0
0.11001381151750765,1,1,51.0,2,0.4379310344827586,0.0,1475.46,0.10439560439560436,1.0,1.0,0,1,1
0.1207233527575909,1,0,34.0,1,0.5344827586206897,0.0,112.76,0.9203296703296704,1.0,0.25,0,2,1
0.06563827295248797,1,1,75.0,2,0.8896551724137931,0.0,5669.66,0.8818681318681318,0.0,0.25,2,0,0
0.2637100360368234,0,2,53.0,2,0.5241379310344828,0.0,1309.95,0.6703296703296704,0.5,0.25,0,1,1
0.1584751327268698,1,1,31.0,1,0.0896551724137931,0.0,4057.1,0.07692307692307687,0.5,0.0,1,0,0
0.14674935938781128,1,0,22.0,3,0.34137931034482755,0.0,1585.98,0.6318681318681318,0.5,0.25,1,1,1
0.4052531520571227,1,1,31.0,1,0.02413793103448276,0.0,6825.55,0.7884615384615385,0.0,0.0,1,4,0
0.06197462085204828,1,1,56.0,2,0.296551724137931,0.0,5516.5,0.35439560439560447,1.0,1.0,2,0,0
0.09220627136083667,1,2,76.0,2,0.11379310344827585,0.0,5343.3,0.6346153846153846,0.5,0.0,2,0,0
0.13582093799964484,1,1,22.0,3,0.0896551724137931,0.0,903.05,0.5961538461538463,0.0,0.0,1,2,1
0.08818302760567134,1,2,24.0,3,0.031034482758620682,0.0,1806.16,0.7829670329670331,0.0,0.5,1,1,1
0.03802798755669191,1,1,26.0,3,0.013793103448275862,0.0,787.74,0.6236263736263736,0.0,1.0,1,2,1
0.46852279477496295,1,0,29.0,1,0.3310344827586207,0.0,2429.68,0.8928571428571428,1.0,1.0,1,1,1
0.41290878045615137,1,0,19.0,3,0.5310344827586208,0.0,770.37,0.6153846153846154,0.0,0.0,1,2,1
0.12340724880771137,1,2,71.0,2,0.12413793103448274,0.0,1182.77,0.038461538461538436,0.0,0.0,2,2,1
0.017672042336389675,0,2,54.0,1,0.15172413793103445,0.0,726.55,0.11263736263736257,0.0,0.25,0,2,1
0.3856424450347438,1,2,41.0,0,0.3896551724137931,0.0,14464.3,0.456043956043956,0.5,0.5,0,3,2
0.23622482841938164,1,0,58.0,0,0.2482758620689655,0.0,12046.3,0.706043956043956,0.0,0.5,2,3,2
0.1564530857130787,1,1,73.0,2,0.3103448275862069,0.0,7885.64,0.13461538461538458,0.0,0.0,2,4,0
0.05767517062772683,0,1,19.0,3,0.6586206896551724,0.0,1952.35,0.739010989010989,0.0,1.0,1,1,1
0.10497433566336706,1,0,59.0,0,0.996551724137931,0.0,7328.52,0.9972527472527473,0.0,0.25,2,4,0
0.20791098549037348,1,0,59.0,1,0.34137931034482755,0.0,3210.39,0.9230769230769231,0.0,0.0,2,0,1
0.46852279477496295,1,2,78.0,2,0.16206896551724137,0.0,5726.2,0.3214285714285714,0.0,0.5,2,0,0
0.328373760412815,1,0,62.0,2,0.14482758620689656,0.0,1363.65,0.837912087912088,0.0,0.75,2,1,1
0.005565833531228459,0,0,60.0,1,0.810344827586207,0.0,1241.99,0.1923076923076923,0.5,0.0,2,1,1
0.11237980850568725,1,0,38.0,0,0.7758620689655172,0.0,7873.28,0.9945054945054945,0.0,0.5,0,4,0
0.46852279477496295,1,1,79.0,2,0.5344827586206897,0.0,5674.32,0.48076923076923084,0.5,0.0,2,0,0
0.11783620233562639,2,1,49.0,0,0.45172413793103444,0.0,9840.04,0.28846153846153855,0.5,0.0,0,3,2
0.2317169231831854,0,1,43.0,0,0.3137931034482758,0.0,10328.23,0.3076923076923077,0.0,0.0,0,3,2
0.14608229380735321,0,2,25.0,3,0.04827586206896552,0.0,293.24,0.9313186813186813,0.5,1.0,1,2,1
0.2544649202801393,1,1,52.0,1,0.4206896551724138,0.0,7486.63,0.5,0.5,0.0,0,4,0
0.0015842822445971169,0,1,50.0,0,0.41724137931034483,0.0,11385.37,0.7692307692307692,0.0,0.0,0,3,2
0.10377569946496461,2,1,69.0,2,0.5344827586206897,0.0,7264.79,0.3653846153846154,0.0,0.0,2,4,0
0.010475024505944263,1,1,62.0,2,0.22413793103448276,0.0,2762.48,0.4423076923076923,0.5,0.0,2,1,1
0.059087474406108266,1,2,45.0,2,0.07586206896551724,0.0,6675.03,0.18956043956043955,0.5,0.25,0,4,0
0.25684654304455806,1,1,53.0,2,0.7793103448275862,0.0,7432.99,0.42307692307692313,0.0,0.0,0,4,0
0.16006983662865393,1,0,19.0,3,0.013793103448275862,0.0,1057.0,0.5576923076923077,0.5,0.0,1,2,1
0.005690908824567409,1,2,43.0,0,0.5206896551724138,0.0,5956.89,0.08791208791208793,0.0,0.75,0,0,0
0.16341038107507302,1,1,59.0,1,0.48620689655172417,0.0,7261.59,0.1291208791208791,1.0,0.5,2,4,0
0.02644292174825132,1,1,64.0,2,0.33448275862068966,0.0,4943.16,0.9230769230769231,0.0,0.0,2,0,0
0.07333558996827695,1,1,60.0,1,0.3103448275862069,0.0,8127.48,0.6071428571428572,0.0,0.75,2,4,0
0.14997525119208455,1,0,68.0,2,0.18275862068965515,0.0,1748.02,0.3571428571428572,0.0,0.75,2,1,1
0.4170675112217815,1,0,31.0,1,0.3379310344827586,0.0,9660.22,0.6648351648351649,0.0,0.75,1,3,2
0.2529014838349315,1,0,46.0,1,0.4586206896551724,0.0,6371.51,0.903846153846154,0.5,0.0,0,4,0
0.27145948270967907,1,0,54.0,0,0.703448275862069,0.0,9442.47,0.8736263736263736,1.0,1.0,0,3,2
0.16756391120067232,0,0,63.0,2,0.35172413793103446,0.0,5959.2,0.40384615384615374,0.5,0.0,2,0,0
0.15877739010847355,1,0,65.0,0,0.5103448275862069,0.0,13531.22,0.8543956043956045,0.0,1.0,2,3,2
0.22504103493037797,2,0,40.0,0,0.46551724137931033,0.0,11500.62,0.42307692307692313,0.0,0.0,0,3,2
0.3616437019624432,1,0,61.0,2,0.21379310344827585,0.0,1389.37,0.06868131868131866,0.0,0.75,2,1,1
0.06076556349346189,1,0,55.0,1,0.5551724137931034,0.0,6706.56,0.7884615384615385,1.0,0.0,0,4,0
0.11001381151750765,0,3,57.0,0,0.4793103448275862,0.0,7175.29,0.8351648351648351,1.0,1.0,2,4,0
0.03888787442073661,1,0,25.0,3,0.6620689655172414,0.0,420.67,0.6098901098901099,0.0,0.5,1,2,1
0.11001381151750765,1,1,75.0,2,0.30689655172413793,0.0,7323.53,0.6153846153846154,0.0,0.0,2,4,0
0.0700627969791392,1,0,50.0,0,0.3310344827586207,0.0,8395.85,0.3653846153846154,0.0,0.0,0,4,0
0.4638090507510052,0,2,33.0,1,0.5206896551724138,0.0,5140.93,0.48901098901098905,1.0,1.0,0,0,0
0.18813872464098433,1,0,63.0,0,0.5862068965517242,0.0,7945.57,0.989010989010989,0.5,1.0,2,4,0
0.06842640048457033,1,1,44.0,0,0.11034482758620691,0.0,5873.54,0.20329670329670324,0.0,0.75,0,0,0
0.25288585010664333,0,2,76.0,2,0.09310344827586207,0.0,3074.45,0.09340659340659341,0.0,0.25,2,1,1
0.2853844747137292,1,0,64.0,2,0.41724137931034483,0.0,6155.76,0.48076923076923084,0.5,0.0,2,4,0
0.23818432461592215,1,2,28.0,1,0.017241379310344827,0.0,8318.29,0.5192307692307692,1.0,0.0,1,4,0
0.2636891857644066,1,0,58.0,1,0.18620689655172412,0.0,230.09,0.9697802197802199,0.0,1.0,2,2,1
0.25344868022911504,1,1,57.0,2,0.3758620689655172,0.0,2513.56,0.0357142857142857,0.0,0.25,2,1,1
0.08516559081327285,1,1,41.0,0,0.9724137931034483,0.0,10090.05,0.26098901098901095,0.0,0.75,0,3,2
0.30298878435470306,1,0,22.0,3,0.5724137931034483,0.0,480.19,0.9807692307692308,0.0,0.0,1,2,1
0.026969277810079226,1,0,48.0,0,0.2586206896551724,0.0,1120.88,0.15109890109890112,0.0,0.25,0,2,1
0.32831122549966235,1,0,21.0,3,0.17931034482758618,0.0,370.81,0.09065934065934067,1.0,0.5,1,2,1
0.2728092316947854,1,0,43.0,0,0.5137931034482759,0.0,13498.55,0.16483516483516492,0.0,0.75,0,3,2
